1	9.387919	5.319922
3	3.079278	24.105030
4	0.474490	9.582968
2	-8.898106	7.618256
4	-1.631673	12.136148
2	-12.112658	6.753316
0	-10.671314	2.571059
2	-4.880951	1.031486
5	-9.968976	13.160637
3	2.014972	22.095794
1	10.991963	6.519281
5	-15.071630	9.784252
0	-7.435302	1.079174
4	-2.103630	16.814366
3	2.971593	17.118473
2	-12.186588	4.078509
0	-10.909738	-4.551109
5	-7.265488	10.877018
5	-15.203845	11.792875
5	-6.444308	14.007684
4	-4.388809	14.908991
1	6.947500	3.381935
1	5.875248	4.461163
3	0.562968	16.581281
4	4.312198	15.689533
0	-2.856318	-3.873555
5	-15.094353	11.482842
4	0.066296	6.811903
5	-15.706665	4.185480
1	7.798289	1.372558
2	-8.113764	5.021374
3	3.900745	21.688579
3	3.484620	15.662892
3	5.601068	15.051850
2	-4.972184	4.858536
5	-8.672646	8.712352
1	5.221594	6.049141
2	-8.147724	5.050914
2	-12.264268	-1.863445
3	3.068618	21.643316
2	-6.332184	-1.935300
5	-11.192081	8.485085
5	-7.603402	7.576376
3	6.726091	17.401248
4	-3.110817	14.589259
5	-12.338081	6.394462
5	-6.601144	4.822964
4	-2.118098	11.263950
0	-9.061228	-2.744755
0	-10.235843	1.758528
2	-15.060856	7.718463
4	4.744913	12.726230
1	4.686565	3.340129
0	-10.044998	-3.582010
3	-0.374379	18.720827
3	-3.487975	23.646672
2	-7.169709	2.592994
3	3.178114	18.891899
4	-7.604947	10.623676
5	-11.850805	3.874652
4	-4.352056	16.813040
4	1.482381	14.294762
0	-13.624113	-2.169048
4	-1.536150	11.541508
0	-12.121789	-0.256253
1	6.754910	1.068593
5	-11.378808	10.887682
4	-1.817189	12.620956
2	-13.655961	11.163668
1	8.693307	1.067855
1	10.564340	2.797291
2	-7.972844	0.470309
3	-1.230325	23.190610
3	-1.640980	16.251848
0	-7.637104	-3.087351
0	-7.467437	-4.618808
2	-10.606673	6.157567
0	-5.579023	0.750880
0	-3.825968	-1.531735
3	0.827919	25.195061
2	-7.926102	4.816900
1	8.428742	5.418603
3	-4.050629	16.782443
5	-13.959744	6.621080
5	-9.927114	7.395657
2	-8.360641	0.409749
2	-6.865539	4.791126
1	4.367215	4.775215
5	-15.149451	11.250978
0	-11.087441	-3.610662
3	-1.646537	22.551242
5	-5.426208	11.849516
3	-2.431214	21.699351
3	0.989948	15.298717
1	8.479936	8.016634
2	-9.073963	4.421904
2	-10.132576	0.263998
4	3.709379	19.161033
0	-9.466537	-1.456668
1	6.474713	4.668834
0	-15.136590	1.021125
2	-10.249220	2.154849
2	-6.574714	-0.245967
2	-13.359014	11.749766
5	-10.258065	9.338148
4	0.605909	14.484718
0	-6.187947	-4.061150
0	-12.305098	-1.612554
3	3.205957	22.160894
3	2.187016	19.949708
5	-10.221157	5.344021
4	-4.352182	14.912825
1	3.296611	1.712845
3	1.173422	19.656101
3	-3.616230	22.448040
3	0.008951	13.468420
2	-4.533913	3.435849
4	0.040092	15.479652
5	-9.127715	10.111515
3	7.368531	15.251888
5	-11.521347	10.390704
5	-6.485664	14.724425
5	-13.442778	11.770979
4	0.208027	13.208174
3	-1.733270	21.906390
0	-14.061500	2.722938
4	3.251928	17.329072
4	3.660838	15.438440
0	-7.146140	-0.780940
3	2.212703	18.103292
4	-1.627933	18.755444
1	6.816195	5.290429
5	-15.735765	5.652399
5	-9.899203	11.125584
1	3.587298	7.856173
5	-12.234259	11.571650
2	-8.492498	3.307446
4	-0.693377	12.248428
2	-5.993380	4.477750
3	1.953510	20.055698
1	10.010351	1.568307
2	-6.375072	3.638986
5	-15.775096	6.868919
4	-0.574718	13.122586
3	-2.043793	16.005031
5	-8.472642	12.834094
3	0.459152	18.561152
2	-2.914796	3.429915
4	1.080499	17.049607
2	-9.542590	1.828928
0	-13.390633	-4.566671
3	-4.428362	19.714411
5	-16.243273	9.910138
1	10.096955	3.185933
5	-17.128788	10.904790
0	-5.444361	-0.838727
3	-0.164398	20.937185
3	-1.433433	13.725426
3	-1.623249	18.150769
3	-0.034501	18.338834
5	-17.900823	11.089329
3	1.816146	17.945148
2	-3.568292	5.498070
5	-9.008531	9.597130
5	-6.313980	7.068308
5	-16.511141	10.280341
0	-12.946863	-0.210809
4	-1.701436	10.016703
3	-4.730622	24.351407
3	-1.462104	14.050977
0	-10.413578	3.138634
1	8.010634	-0.053263
4	5.663294	13.727842
1	7.962917	5.309769
4	-5.863563	12.600913
1	3.195088	3.625528
3	2.090806	23.197172
5	-9.385974	10.313512
1	5.308191	4.204569
0	-10.891799	-5.454514
4	-1.738252	13.765591
2	-7.228803	7.353794
4	2.231298	9.027586
5	-12.612588	9.466648
2	-6.721766	3.072734
2	-7.779288	2.178408
0	-9.840004	-1.850986
0	-9.238538	-2.828840
2	-11.039806	5.451659
1	3.706968	4.081764
2	-7.476455	4.717636
0	-10.298391	-6.054904
2	-7.961427	7.121224
2	-6.633624	7.672455
2	-8.252331	5.041451
0	-3.583395	0.084660
4	-2.904551	16.116987
5	-18.874522	7.127505
1	9.304410	5.631890
1	3.286898	2.082390
3	1.495721	16.937263
3	-0.475025	15.245695
4	-1.813536	13.124297
1	11.408364	4.633221
4	0.580271	12.674163
2	-11.992679	0.690693
5	-11.378955	6.722572
3	-1.704654	18.700182
0	-5.371841	2.372257
3	3.971820	21.133134
5	-9.611642	13.111120
4	4.720088	10.431524
4	4.626446	15.136332
0	-11.865475	3.921439
1	4.900276	1.316328
2	-7.238064	5.610192
4	-1.600756	11.258641
3	4.311157	17.190804
2	-8.284587	0.855928
4	3.098110	19.634298
1	11.550597	-0.464444
0	-9.153874	0.557007
1	7.931363	1.882940
2	-5.986429	9.640236
2	-14.331665	-0.283102
4	2.994994	15.827440
2	-9.650681	-3.307491
5	-6.881342	9.224925
2	-10.391559	0.313943
2	-8.673910	3.344961
1	9.642004	0.423526
0	-6.618048	-6.974041
3	4.718518	26.348703
0	-11.491640	-3.290322
1	12.129713	7.948657
1	2.417663	7.405982
1	12.186001	3.532176
2	-13.062028	3.647327
5	-8.343659	10.143045
5	-11.990605	9.519499
2	-4.988044	0.001192
5	-11.292502	12.530466
5	-13.713800	8.101141
4	2.460718	12.004351
4	2.765583	16.654959
1	6.277306	1.342067
3	-1.208345	21.514489
4	-1.189442	10.226229
1	6.224846	-0.108903
3	1.583003	18.134789
5	-13.144825	5.840986
1	14.162570	-2.808585
5	-15.930604	8.374669
0	-5.630233	1.145189
1	5.002351	5.069899
0	-7.387490	-2.028773
5	-10.626424	8.050193
5	-15.538923	6.642323
5	-16.992190	7.331808
1	11.391521	-0.024235
1	8.998271	-1.544235
3	3.153810	21.860989
4	2.127392	13.062267
3	0.267105	23.490717
5	-18.333099	7.622705
0	-12.989321	2.976972
0	-8.794568	-2.686407
2	-7.085188	4.760829
0	-8.039796	-1.528701
4	0.872973	15.848829
0	-11.474300	-0.602086
0	-12.340402	-6.599401
0	-6.430340	-2.659880
0	-8.779458	-1.155825
0	-11.456675	-2.200809
2	-7.832801	-0.028027
4	5.494923	12.197885
2	-8.022976	4.401587
5	-14.159583	8.953522
4	-0.876831	17.811076
4	-5.768726	15.547351
5	-13.678238	5.748297
5	-10.596928	11.935434
2	-8.729272	2.139358
3	-3.294459	20.391551
3	-1.984936	20.298032
0	-7.577391	6.310832
2	-5.086392	-3.145672
1	6.043156	5.303573
0	-12.119999	-3.578914
0	-4.052209	-4.133528
0	-4.480656	2.796012
1	7.898634	2.211892
4	0.265712	10.317049
2	-11.662158	4.020904
3	-2.103410	21.328684
2	-8.927153	1.252801
4	0.662567	17.212204
0	-7.953201	-0.377606
1	3.270802	1.440241
5	-15.592155	9.726636
5	-7.586738	5.196862
5	-14.974591	6.515068
1	3.303271	1.566417
1	9.089507	0.206266
5	-6.839084	14.323139
5	-11.119632	9.723810
3	-0.909327	27.295431
1	8.197265	2.422391
2	-7.388394	5.369920
3	-2.926013	14.349407
1	6.618040	0.542188
5	-14.378282	11.896422
5	-10.823386	10.155194
0	-6.191366	0.441053
2	-9.781155	0.018991
2	-11.873322	4.557246
0	-5.109244	-0.370028
5	-15.646931	2.061797
1	12.418826	3.941815
0	-11.377983	4.309044
2	-4.818136	9.173611
1	7.442816	1.771548
1	10.230764	6.540906
0	-10.300825	-3.059429
0	-15.012194	2.217048
5	-10.616342	13.559549
5	-19.186832	12.817640
3	-0.893744	15.403727
1	7.158759	4.528472
2	-11.959914	2.019328
2	-7.556796	2.547330
2	-7.279433	1.719224
4	-0.448269	18.432664
3	1.936656	17.891617
0	-10.084950	-0.590855
0	-4.931543	-0.092375
1	11.509513	3.327058
2	-8.064977	6.950547
5	-12.631806	6.598178
3	2.917897	21.733981
0	-2.662259	-4.156981
3	1.413851	19.979278
2	-4.457584	-0.757940
0	-11.439123	-1.288485
3	1.691531	17.416259
3	3.273417	17.386092
1	11.235771	4.674367
3	1.945587	17.549834
0	-10.680035	-3.187183
2	-5.718533	1.171663
0	-4.982490	-7.684020
5	-15.366171	15.597992
0	-12.380460	2.160076
2	-5.041516	0.309920
3	-1.822710	20.754548
2	-10.028566	2.790638
5	-10.652842	6.822030
1	8.737802	3.940396
4	3.267599	10.276845
3	2.899494	16.414616
0	-6.528060	-1.102767
2	-4.102476	-1.499369
2	-7.221982	1.427173
0	-11.627425	0.817850
3	-0.369718	25.503566
2	-5.351050	5.492898
0	-4.817296	-1.537502
5	-13.513693	10.176543
1	8.021839	4.083495
2	-8.443304	3.617470
1	4.846239	6.296144
3	2.741231	30.067288
3	3.675380	13.619795
5	-15.385393	10.398391
3	3.282155	21.142039
4	1.037823	9.554716
0	-9.018945	-1.624030
0	-7.888264	-0.366418
5	-15.867554	12.203354
3	1.716155	19.400189
4	4.821815	12.832974
1	12.016925	5.845807
3	-0.474515	18.508269
4	4.179283	14.952409
5	-4.771593	10.313955
1	8.486042	7.314206
5	-13.874103	15.927701
0	-10.962326	-5.970167
0	-12.796016	3.110392
2	-10.338975	3.503751
5	-10.994849	10.804919
2	-0.397133	1.010203
4	3.735662	19.409497
3	4.955082	23.021856
5	-10.550322	8.473310
4	-1.620348	10.677191
5	-7.746202	14.675786
0	-7.242893	-5.141649
4	-0.003291	12.251224
5	-7.153300	7.510120
4	1.446183	9.661721
2	-5.278736	2.121919
0	-6.850273	0.830429
0	-7.061735	-6.054312
3	-4.308257	20.639027
4	-0.086430	12.860807
3	3.409753	19.487154
0	-6.332776	-4.066301
4	3.143980	15.519873
2	-9.108697	1.585738
2	-11.612190	0.799468
5	-16.977781	10.148327
5	-12.265595	14.529875
2	-7.671420	8.389576
1	7.999101	4.082339
1	3.987001	3.720732
5	-10.115752	4.047692
0	-9.784550	-2.917944
2	-11.052053	5.242817
4	2.555469	14.624398
2	-5.080125	1.831627
0	-8.516605	1.993858
0	-8.548872	-0.486617
2	-11.015560	4.144748
1	6.132515	1.834805
5	-6.822121	11.653291
4	2.084542	17.413781
0	-8.342191	1.281856
1	6.719254	9.071525
2	-4.803609	4.595959
1	12.603840	0.591520
2	-6.565041	-0.729557
3	4.389193	18.711037
0	-9.255056	-4.319339
5	-9.067364	7.756454
4	-0.681645	8.171089
5	-6.069346	8.035433
1	7.088106	0.739684
5	-11.298305	10.823282
0	-12.549752	-0.147562
5	-10.018429	12.191335
0	-8.589469	-2.033307
5	-12.458971	2.215336
5	-15.136272	13.010126
5	-14.464771	11.526168
2	-6.862962	5.772624
4	0.521439	14.128801
4	0.299287	16.720342
5	-7.508174	7.475896
1	6.042613	6.670228
3	-3.106686	22.655328
4	1.422814	13.566507
3	-3.874445	25.141360
2	-12.905995	5.666254
0	-7.708393	-1.457614
2	-9.233371	-1.022428
1	12.158392	4.193462
4	-1.464804	14.350899
3	-0.274399	20.716341
0	-7.359681	-1.558291
4	-0.518137	14.170169
1	6.724497	3.943052
1	6.800516	7.414465
5	-15.669142	5.989435
2	-9.652385	4.133791
5	-10.845178	9.624280
2	-12.544593	6.770129
3	-0.671188	15.096735
1	9.991768	5.528234
2	-11.130805	6.372517
4	-4.915822	14.480544
1	7.270281	11.182650
2	-9.440717	2.735999
3	1.503424	19.456409
2	-5.063129	6.689552
4	-3.082324	10.336162
2	-13.861778	5.947919
3	0.857147	21.273516
4	0.532452	15.737726
0	-9.634884	-2.020122
0	-14.716241	0.281850
5	-12.529533	10.558067
2	-8.801873	0.816630
2	-9.077369	-0.539961
5	-17.220549	8.714106
2	-10.053703	-0.058099
5	-12.843533	9.261497
0	-9.364211	-1.365185
4	0.342935	10.897145
4	-1.190761	16.511580
3	-1.436602	13.163189
3	-2.370179	19.758891
2	-14.325144	5.155901
0	-11.315063	0.846374
5	-16.509308	8.191795
3	-0.076626	18.972671
2	-8.506398	10.941858
4	1.066461	12.032159
0	-9.705269	-3.504506
